date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-07-11,PIT @ MIN,2.0,1.0,,0.0,-139.7,0.5601,0.5579,0.0022,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,92.74,MIN,PIT,home,True,Joe Ryan,Paul Skenes,R,R,,,mid
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,2.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CHC @ NYY,11.0,0.0,,0.0,145.7,0.4197,0.3888,0.0309,+130:+170,0.06,edge <= 6% threshold,,0.0,92.74,NYY,CHC,away,False,Chris Flexen,Carlos Rodon,R,L,,,mid
2025-07-11,TEX @ HOU,3.0,7.0,,0.0,,,,,,,missing odds,,0.0,92.74,HOU,TEX,,,,,,,,,
2025-07-11,ATL @ STL,5.0,6.0,,0.0,-116.3,0.536,0.5125,0.0236,-140:-115,,-140:-115 excluded by static_underdog_130_170,,0.0,92.74,STL,ATL,home,True,Matthew Liberatore,Grant Holmes,L,R,,,mid
2025-07-11,COL @ CIN,2.0,3.0,,0.0,-246.5,0.704,0.6808,0.0232,<-180,,<-180 excluded by static_underdog_130_170,,0.0,92.74,CIN,COL,home,True,Chase Burns,German Marquez,R,R,,,mid
2025-07-11,MIA @ BAL,5.0,2.0,,0.0,117.3,0.4422,0.4395,0.0027,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,92.74,BAL,MIA,away,False,Edward Cabrera,Dean Kremer,R,R,,,mid
2025-07-11,ARI @ LAA,6.0,5.0,,0.0,,,,,,,missing odds,,0.0,92.74,LAA,ARI,,,,,,,,,
2025-07-11,LAD @ SFG,8.0,7.0,,0.0,,,,,,,missing odds,,0.0,92.74,SFG,LAD,,,,,,,,,
2025-07-11,CLE @ CHW,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
2025-07-11,CLE @ CHW,5.0,4.0,,0.0,,,,,,,missing odds,,0.0,92.74,CHW,CLE,,,,,,,,,
