date,matchup,home_score,away_score,bet_side,stake,odds,model_prob,vegas_prob,edge,odds_bucket,edge_threshold,policy_reason,won,game_pnl,bankroll,home_team,away_team,side_home_away,is_favorite,sp_name,opp_sp_name,sp_throws,opp_sp_throws,close_prob,clv_prob,season_phase
2025-04-25,TBR @ SDP,0.0,1.0,,0.0,-146.7,0.5912,0.569,0.0222,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,98.16,SDP,TBR,home,True,Michael King,Shane Baz,R,R,,,early
2025-04-25,HOU @ KCR,2.0,0.0,,0.0,-105.5,0.518,0.4906,0.0275,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,98.16,KCR,HOU,home,True,Seth Lugo,Hayden Wesneski,R,R,,,early
2025-04-26,PHI @ CHC,4.0,10.0,,0.0,-103.2,0.5706,0.4867,0.0838,-115:+100,,-115:+100 excluded by static_underdog_130_170,,0.0,98.16,CHC,PHI,home,True,Ben Brown,Jesus Luzardo,R,L,,,early
2025-04-26,MIA @ SEA,14.0,0.0,,0.0,193.0,0.4066,0.3275,0.0791,+170+,,+170+ excluded by static_underdog_130_170,,0.0,98.16,SEA,MIA,away,False,Connor Gillispie,Luis Miguel Castillo,R,R,,,early
2025-04-26,HOU @ KCR,2.0,0.0,,0.0,118.0,0.4883,0.4401,0.0483,+100:+130,,+100:+130 excluded by static_underdog_130_170,,0.0,98.16,KCR,HOU,home,False,Michael Wacha,Framber Valdez,R,L,,,early
2025-04-26,TBR @ SDP,1.0,4.0,,0.0,-147.5,0.607,0.5704,0.0366,-180:-140,,-180:-140 excluded by static_underdog_130_170,,0.0,98.16,SDP,TBR,home,True,Dylan Cease,Ryan Pepiot,R,R,,,early
2025-04-26,CIN @ COL,4.0,6.0,,0.0,253.0,0.4129,0.2604,0.1525,+170+,,+170+ excluded by static_underdog_130_170,,0.0,98.16,COL,CIN,home,False,Antonio Senzatela,Hunter Greene,R,R,,,early
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
2025-04-26,BAL @ DET,6.0,2.0,,0.0,,,,,,,missing odds,,0.0,98.16,DET,BAL,,,,,,,,,
